cbsa,cbsatitle,metropolitanmicropolitanstatis,statename
31930,"Marietta, OH",Micropolitan Statistical Area,Ohio
49300,"Wooster, OH",Micropolitan Statistical Area,Ohio
45780,"Toledo, OH",Metropolitan Statistical Area,Ohio
21120,"Elk City, OK",Micropolitan Statistical Area,Oklahoma
20460,"Durant, OK",Micropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
11620,"Ardmore, OK",Micropolitan Statistical Area,Oklahoma
45140,"Tahlequah, OK",Micropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
30020,"Lawton, OK",Metropolitan Statistical Area,Oklahoma
30020,"Lawton, OK",Metropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
48220,"Weatherford, OK",Micropolitan Statistical Area,Oklahoma
21420,"Enid, OK",Micropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
11060,"Altus, OK",Micropolitan Statistical Area,Oklahoma
38620,"Ponca City, OK",Micropolitan Statistical Area,Oklahoma
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
34780,"Muskogee, OK",Micropolitan Statistical Area,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
33060,"Miami, OK",Micropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
44660,"Stillwater, OK",Micropolitan Statistical Area,Oklahoma
32540,"McAlester, OK",Micropolitan Statistical Area,Oklahoma
10220,"Ada, OK",Micropolitan Statistical Area,Oklahoma
43060,"Shawnee, OK",Micropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Oklahoma
20340,"Duncan, OK",Micropolitan Statistical Area,Oklahoma
25100,"Guymon, OK",Micropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
46140,"Tulsa, OK",Metropolitan Statistical Area,Oklahoma
12780,"Bartlesville, OK",Micropolitan Statistical Area,Oklahoma
49260,"Woodward, OK",Micropolitan Statistical Area,Oklahoma
18700,"Corvallis, OR",Metropolitan Statistical Area,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Oregon
11820,"Astoria, OR",Micropolitan Statistical Area,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Oregon
18300,"Coos Bay, OR",Micropolitan Statistical Area,Oregon
39260,"Prineville, OR",Micropolitan Statistical Area,Oregon
15060,"Brookings, OR",Micropolitan Statistical Area,Oregon
13460,"Bend-Redmond, OR",Metropolitan Statistical Area,Oregon
40700,"Roseburg, OR",Micropolitan Statistical Area,Oregon
26220,"Hood River, OR",Micropolitan Statistical Area,Oregon
32780,"Medford, OR",Metropolitan Statistical Area,Oregon
24420,"Grants Pass, OR",Metropolitan Statistical Area,Oregon
28900,"Klamath Falls, OR",Micropolitan Statistical Area,Oregon
21660,"Eugene, OR",Metropolitan Statistical Area,Oregon
35440,"Newport, OR",Micropolitan Statistical Area,Oregon
10540,"Albany, OR",Metropolitan Statistical Area,Oregon
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Oregon
41420,"Salem, OR",Metropolitan Statistical Area,Oregon
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Oregon
41420,"Salem, OR",Metropolitan Statistical Area,Oregon
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Oregon
29260,"La Grande, OR",Micropolitan Statistical Area,Oregon
45520,"The Dalles, OR",Micropolitan Statistical Area,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Oregon
23900,"Gettysburg, PA",Metropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
39740,"Reading, PA",Metropolitan Statistical Area,Pennsylvania
11020,"Altoona, PA",Metropolitan Statistical Area,Pennsylvania
42380,"Sayre, PA",Micropolitan Statistical Area,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
27780,"Johnstown, PA",Metropolitan Statistical Area,Pennsylvania
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Pennsylvania
44300,"State College, PA",Metropolitan Statistical Area,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Pennsylvania
20180,"DuBois, PA",Micropolitan Statistical Area,Pennsylvania
30820,"Lock Haven, PA",Micropolitan Statistical Area,Pennsylvania
14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,Pennsylvania
32740,"Meadville, PA",Micropolitan Statistical Area,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Pennsylvania
21500,"Erie, PA",Metropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
16540,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,Pennsylvania
26500,"Huntingdon, PA",Micropolitan Statistical Area,Pennsylvania
26860,"Indiana, PA",Micropolitan Statistical Area,Pennsylvania
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,Pennsylvania
29540,"Lancaster, PA",Metropolitan Statistical Area,Pennsylvania
35260,"New Castle, PA",Micropolitan Statistical Area,Pennsylvania
30140,"Lebanon, PA",Metropolitan Statistical Area,Pennsylvania
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Pennsylvania
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,Pennsylvania
48700,"Williamsport, PA",Metropolitan Statistical Area,Pennsylvania
14620,"Bradford, PA",Micropolitan Statistical Area,Pennsylvania
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Pennsylvania
30380,"Lewistown, PA",Micropolitan Statistical Area,Pennsylvania
20700,"East Stroudsburg, PA",Metropolitan Statistical Area,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Pennsylvania
14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,Pennsylvania
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Pennsylvania
44980,"Sunbury, PA",Micropolitan Statistical Area,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Pennsylvania
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Pennsylvania
39060,"Pottsville, PA",Micropolitan Statistical Area,Pennsylvania
42780,"Selinsgrove, PA",Micropolitan Statistical Area,Pennsylvania
43740,"Somerset, PA",Micropolitan Statistical Area,Pennsylvania
30260,"Lewisburg, PA",Micropolitan Statistical Area,Pennsylvania
36340,"Oil City, PA",Micropolitan Statistical Area,Pennsylvania
47620,"Warren, PA",Micropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Pennsylvania
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,Pennsylvania
49620,"York-Hanover, PA",Metropolitan Statistical Area,Pennsylvania
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Rhode Island
24940,"Greenwood, SC",Micropolitan Statistical Area,South Carolina
12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,South Carolina
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,South Carolina
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,South Carolina
16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,South Carolina
17900,"Columbia, SC",Metropolitan Statistical Area,South Carolina
16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,South Carolina
23500,"Gaffney, SC",Micropolitan Statistical Area,South Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,South Carolina
22500,"Florence, SC",Metropolitan Statistical Area,South Carolina
16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,South Carolina
12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,South Carolina
17900,"Columbia, SC",Metropolitan Statistical Area,South Carolina
22500,"Florence, SC",Metropolitan Statistical Area,South Carolina
23860,"Georgetown, SC",Micropolitan Statistical Area,South Carolina
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,South Carolina
24940,"Greenwood, SC",Micropolitan Statistical Area,South Carolina
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,South Carolina
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,South Carolina
17900,"Columbia, SC",Metropolitan Statistical Area,South Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,South Carolina
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,South Carolina
17900,"Columbia, SC",Metropolitan Statistical Area,South Carolina
13500,"Bennettsville, SC",Micropolitan Statistical Area,South Carolina
35140,"Newberry, SC",Micropolitan Statistical Area,South Carolina
42860,"Seneca, SC",Micropolitan Statistical Area,South Carolina
36700,"Orangeburg, SC",Micropolitan Statistical Area,South Carolina
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,South Carolina
17900,"Columbia, SC",Metropolitan Statistical Area,South Carolina
17900,"Columbia, SC",Metropolitan Statistical Area,South Carolina
43900,"Spartanburg, SC",Metropolitan Statistical Area,South Carolina
44940,"Sumter, SC",Metropolitan Statistical Area,South Carolina
43900,"Spartanburg, SC",Metropolitan Statistical Area,South Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,South Carolina
26700,"Huron, SD",Micropolitan Statistical Area,South Dakota
15100,"Brookings, SD",Micropolitan Statistical Area,South Dakota
10100,"Aberdeen, SD",Micropolitan Statistical Area,South Dakota
46820,"Vermillion, SD",Micropolitan Statistical Area,South Dakota
47980,"Watertown, SD",Micropolitan Statistical Area,South Dakota
39660,"Rapid City, SD",Metropolitan Statistical Area,South Dakota
33580,"Mitchell, SD",Micropolitan Statistical Area,South Dakota
10100,"Aberdeen, SD",Micropolitan Statistical Area,South Dakota
33580,"Mitchell, SD",Micropolitan Statistical Area,South Dakota
38180,"Pierre, SD",Micropolitan Statistical Area,South Dakota
43940,"Spearfish, SD",Micropolitan Statistical Area,South Dakota
43620,"Sioux Falls, SD",Metropolitan Statistical Area,South Dakota
43620,"Sioux Falls, SD",Metropolitan Statistical Area,South Dakota
39660,"Rapid City, SD",Metropolitan Statistical Area,South Dakota
43620,"Sioux Falls, SD",Metropolitan Statistical Area,South Dakota
39660,"Rapid City, SD",Metropolitan Statistical Area,South Dakota
38180,"Pierre, SD",Micropolitan Statistical Area,South Dakota
38180,"Pierre, SD",Micropolitan Statistical Area,South Dakota
43620,"Sioux Falls, SD",Metropolitan Statistical Area,South Dakota
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,South Dakota
49460,"Yankton, SD",Micropolitan Statistical Area,South Dakota
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
43180,"Shelbyville, TN",Micropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
17420,"Cleveland, TN",Metropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
27740,"Johnson City, TN",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
27180,"Jackson, TN",Metropolitan Statistical Area,Tennessee
35460,"Newport, TN",Micropolitan Statistical Area,Tennessee
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tennessee
27180,"Jackson, TN",Metropolitan Statistical Area,Tennessee
18900,"Crossville, TN",Micropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
20540,"Dyersburg, TN",Micropolitan Statistical Area,Tennessee
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tennessee
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
24620,"Greeneville, TN",Micropolitan Statistical Area,Tennessee
34100,"Morristown, TN",Metropolitan Statistical Area,Tennessee
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Tennessee
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Tennessee
37540,"Paris, TN",Micropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
18260,"Cookeville, TN",Micropolitan Statistical Area,Tennessee
34100,"Morristown, TN",Metropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
29980,"Lawrenceburg, TN",Micropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
11940,"Athens, TN",Micropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
27180,"Jackson, TN",Metropolitan Statistical Area,Tennessee
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Tennessee
30280,"Lewisburg, TN",Micropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Tennessee
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
46460,"Union City, TN-KY",Micropolitan Statistical Area,Tennessee
18260,"Cookeville, TN",Micropolitan Statistical Area,Tennessee
17420,"Cleveland, TN",Metropolitan Statistical Area,Tennessee
18260,"Cookeville, TN",Micropolitan Statistical Area,Tennessee
19420,"Dayton, TN",Micropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Tennessee
42940,"Sevierville, TN",Micropolitan Statistical Area,Tennessee
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
28700,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
27740,"Johnson City, TN",Metropolitan Statistical Area,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,Tennessee
32660,"McMinnville, TN",Micropolitan Statistical Area,Tennessee
27740,"Johnson City, TN",Metropolitan Statistical Area,Tennessee
32280,"Martin, TN",Micropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Tennessee
37300,"Palestine, TX",Micropolitan Statistical Area,Texas
11380,"Andrews, TX",Micropolitan Statistical Area,Texas
31260,"Lufkin, TX",Micropolitan Statistical Area,Texas
18580,"Corpus Christi, TX",Metropolitan Statistical Area,Texas
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Texas
11100,"Amarillo, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
12420,"Austin-Round Rock, TX",Metropolitan Statistical Area,Texas
13300,"Beeville, TX",Micropolitan Statistical Area,Texas
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Texas
15220,"Brownwood, TX",Micropolitan Statistical Area,Texas
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Texas
12420,"Austin-Round Rock, TX",Metropolitan Statistical Area,Texas
38920,"Port Lavaca, TX",Micropolitan Statistical Area,Texas
10180,"Abilene, TX",Metropolitan Statistical Area,Texas
15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,Texas
11100,"Amarillo, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
27380,"Jacksonville, TX",Micropolitan Statistical Area,Texas
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
23620,"Gainesville, TX",Micropolitan Statistical Area,Texas
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
29500,"Lamesa, TX",Micropolitan Statistical Area,Texas
25820,"Hereford, TX",Micropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
36220,"Odessa, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
21340,"El Paso, TX",Metropolitan Statistical Area,Texas
44500,"Stephenville, TX",Micropolitan Statistical Area,Texas
47380,"Waco, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
23240,"Fredericksburg, TX",Micropolitan Statistical Area,Texas
13700,"Big Spring, TX",Micropolitan Statistical Area,Texas
47020,"Victoria, TX",Metropolitan Statistical Area,Texas
37420,"Pampa, TX",Micropolitan Statistical Area,Texas
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Texas
30980,"Longview, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
38380,"Plainview, TX",Micropolitan Statistical Area,Texas
13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
32220,"Marshall, TX",Micropolitan Statistical Area,Texas
12420,"Austin-Round Rock, TX",Metropolitan Statistical Area,Texas
11980,"Athens, TX",Micropolitan Statistical Area,Texas
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Texas
30220,"Levelland, TX",Micropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
44860,"Sulphur Springs, TX",Micropolitan Statistical Area,Texas
13700,"Big Spring, TX",Micropolitan Statistical Area,Texas
21340,"El Paso, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
14420,"Borger, TX",Micropolitan Statistical Area,Texas
41660,"San Angelo, TX",Metropolitan Statistical Area,Texas
13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Texas
10860,"Alice, TX",Micropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
10180,"Abilene, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
28780,"Kingsville, TX",Micropolitan Statistical Area,Texas
28500,"Kerrville, TX",Micropolitan Statistical Area,Texas
28780,"Kingsville, TX",Micropolitan Statistical Area,Texas
37580,"Paris, TX",Micropolitan Statistical Area,Texas
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,Texas
47380,"Waco, TX",Metropolitan Statistical Area,Texas
33260,"Midland, TX",Metropolitan Statistical Area,Texas
13060,"Bay City, TX",Micropolitan Statistical Area,Texas
20580,"Eagle Pass, TX",Micropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
33260,"Midland, TX",Metropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
20300,"Dumas, TX",Micropolitan Statistical Area,Texas
34860,"Nacogdoches, TX",Micropolitan Statistical Area,Texas
18620,"Corsicana, TX",Micropolitan Statistical Area,Texas
13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Texas
45020,"Sweetwater, TX",Micropolitan Statistical Area,Texas
18580,"Corpus Christi, TX",Metropolitan Statistical Area,Texas
11100,"Amarillo, TX",Metropolitan Statistical Area,Texas
13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Texas
33420,"Mineral Wells, TX",Micropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
11100,"Amarillo, TX",Metropolitan Statistical Area,Texas
11100,"Amarillo, TX",Metropolitan Statistical Area,Texas
37780,"Pecos, TX",Micropolitan Statistical Area,Texas
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
30980,"Longview, TX",Metropolitan Statistical Area,Texas
18580,"Corpus Christi, TX",Metropolitan Statistical Area,Texas
43660,"Snyder, TX",Micropolitan Statistical Area,Texas
46340,"Tyler, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
40100,"Rio Grande City, TX",Micropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
10180,"Abilene, TX",Metropolitan Statistical Area,Texas
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Texas
41660,"San Angelo, TX",Metropolitan Statistical Area,Texas
12420,"Austin-Round Rock, TX",Metropolitan Statistical Area,Texas
26660,"Huntsville, TX",Micropolitan Statistical Area,Texas
30980,"Longview, TX",Metropolitan Statistical Area,Texas
46620,"Uvalde, TX",Micropolitan Statistical Area,Texas
19620,"Del Rio, TX",Micropolitan Statistical Area,Texas
47020,"Victoria, TX",Metropolitan Statistical Area,Texas
26660,"Huntsville, TX",Micropolitan Statistical Area,Texas
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Texas
14780,"Brenham, TX",Micropolitan Statistical Area,Texas
29700,"Laredo, TX",Metropolitan Statistical Area,Texas
20900,"El Campo, TX",Micropolitan Statistical Area,Texas
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Texas
46900,"Vernon, TX",Micropolitan Statistical Area,Texas
39700,"Raymondville, TX",Micropolitan Statistical Area,Texas
12420,"Austin-Round Rock, TX",Metropolitan Statistical Area,Texas
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Texas
49820,"Zapata, TX",Micropolitan Statistical Area,Texas
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Utah
30860,"Logan, UT-ID",Metropolitan Statistical Area,Utah
39220,"Price, UT",Micropolitan Statistical Area,Utah
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Utah
16260,"Cedar City, UT",Micropolitan Statistical Area,Utah
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Utah
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Utah
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Utah
44920,"Summit Park, UT",Micropolitan Statistical Area,Utah
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Utah
46860,"Vernal, UT",Micropolitan Statistical Area,Utah
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Utah
25720,"Heber, UT",Micropolitan Statistical Area,Utah
41100,"St. George, UT",Metropolitan Statistical Area,Utah
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Utah
13540,"Bennington, VT",Micropolitan Statistical Area,Vermont
15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,Vermont
13620,"Berlin, NH-VT",Micropolitan Statistical Area,Vermont
15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,Vermont
15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,Vermont
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Vermont
40860,"Rutland, VT",Micropolitan Statistical Area,Vermont
12740,"Barre, VT",Micropolitan Statistical Area,Vermont
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Vermont
16820,"Charlottesville, VA",Metropolitan Statistical Area,Virginia
40060,"Richmond, VA",Metropolitan Statistical Area,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Virginia
44420,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,Virginia
40220,"Roanoke, VA",Metropolitan Statistical Area,Virginia
16820,"Charlottesville, VA",Metropolitan Statistical Area,Virginia
